"","License.Issue.Date","License.Number","Animal.s.Name","Species","Primary.Breed","Secondary.Breed","ZIP.Code","Year","Avg.AGI","SES"
"11146",2022-06-04,"281047","Keiko","Dog","Shiba Inu","","98119",2022,111.5524498,"High"
"11147",2022-06-04,"8016938","Barney","Dog","Terrier","Beagle","98112",2022,202.574526,"High"
"11148",2022-06-04,"8018070","Oliver","Dog","Alaskan Husky","Shepherd","98133",2022,55.06720631,"Medium"
"11149",2022-06-04,"8038711","Bateau","Dog","Poodle, Standard","Mix","98125",2022,64.3982,"Medium"
"11150",2022-06-04,"8038712","Kane","Dog","Great Pyrenees","Alaskan Malamute","98115",2022,100.7467087,"High"
"11151",2022-06-04,"8038714","José","Dog","Mixed Breed, Large (over 44 lbs fully grown)","Mix","98109",2022,108.8438562,"High"
"11152",2022-06-05,"8038718","Maxwell O'Reilly","Dog","Retriever, Labrador","Mix","98107",2022,77.42486188,"Medium"
"11153",2022-06-05,"8018254","Max","Dog","Terrier, Manchester","Chihuahua, Short Coat","98108",2022,50.01273345,"Medium"
"11154",2022-06-05,"8038722","Toby","Dog","Retriever, Golden","Pekingese","98115",2022,100.7467087,"High"
"11155",2022-06-05,"8038723","Zorro","Dog","Australian Shepherd","","98115",2022,100.7467087,"High"
"11156",2022-06-05,"S159094","Sirius","Dog","Italian Greyhound","","98112",2022,202.574526,"High"
"11157",2022-06-05,"8038731","Blaze","Dog","Mixed Breed, Small (under 24 lbs fully grown)","","98112",2022,202.574526,"High"
"11158",2022-06-05,"8038740","Arny","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)","Mix","98103",2022,85.42767318,"Medium"
"11159",2022-06-05,"8018564","Grizzly","Dog","Retriever, Labrador","Poodle, Standard","98103",2022,85.42767318,"Medium"
"11160",2022-06-06,"8038746","Cooper","Dog","Poodle, Standard","Mix","98115",2022,100.7467087,"High"
"11161",2022-06-06,"8038755","Teddy","Dog","Terrier","","98117",2022,93.9535877,"Medium"
"11162",2022-06-06,"S146041","Smokey","Dog","Chihuahua, Short Coat","Mix","98121",2022,128.0871005,"High"
"11163",2022-06-06,"8038761","Scooby","Dog","Mixed Breed, Small (under 24 lbs fully grown)","Mix","98105",2022,108.5212338,"High"
"11164",2022-06-06,"S116310","Blue","Dog","Maltese","","98133",2022,55.06720631,"Medium"
"11165",2022-06-06,"8038762","George","Dog","Spaniel","","98118",2022,56.95778073,"Medium"
"11166",2022-06-06,"8038763","Royce","Dog","Terrier","Mix","98118",2022,56.95778073,"Medium"
"11167",2022-06-06,"S145375","Jupiter","Dog","Xoloitzcuintli","","98136",2022,104.9786052,"High"
"11168",2022-06-06,"8018822","Arthur","Dog","Boxer","","98126",2022,70.93753425,"Medium"
"11169",2022-06-06,"S159097","Fagan","Dog","Cur, Black-Mouth","Mix","98102",2022,94.8156801,"Medium"
"11170",2022-06-06,"357191","Rufus","Dog","Retriever, Labrador","Mix","98115",2022,100.7467087,"High"
"11171",2022-06-06,"S116345","Newton","Dog","Bulldog, French","Terrier, Boston","98118",2022,56.95778073,"Medium"
"11172",2022-06-06,"S116614","Lucas","Dog","Mix","","98109",2022,108.8438562,"High"
"11173",2022-06-06,"8018831","Hunter","Dog","Siberian Husky","Mix","98119",2022,111.5524498,"High"
"11174",2022-06-06,"S118236","Buddy","Dog","Retriever, Labrador","Poodle, Standard","98116",2022,98.37759883,"Medium"
"11175",2022-06-06,"S144903","Kirby","Dog","Retriever, Labrador","Poodle, Standard","98144",2022,76.60438247,"Medium"
"11176",2022-06-06,"8038769","Butters","Dog","Beagle","Chihuahua, Short Coat","98116",2022,98.37759883,"Medium"
"11177",2022-06-06,"8019317","Kona","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)","Mix","98146",2022,57.92258806,"Medium"
"11178",2022-06-06,"8038771","Rafa","Dog","Retriever, Golden","Retriever, Golden","98125",2022,64.3982,"Medium"
"11179",2022-06-06,"359338","Winston","Dog","Retriever, Labrador","Poodle, Standard","98177",2022,120.1930867,"High"
"11180",2022-06-06,"8038772","Theo","Dog","Bernese Mountain Dog","Retriever, Golden","98107",2022,77.42486188,"Medium"
"11181",2022-06-06,"8038774","Scout","Dog","Retriever, Labrador","","98107",2022,77.42486188,"Medium"
"11182",2022-06-06,"S115860","Cowboy","Dog","American Blue Heeler","Mix","98109",2022,108.8438562,"High"
"11183",2022-06-06,"8038776","Sammy","Dog","Poodle, Miniature","Bichon Frise","98122",2022,77.25699641,"Medium"
"11184",2022-06-06,"8018538","Archie","Dog","Poodle, Miniature","Chihuahua, Short Coat","98109",2022,108.8438562,"High"
"11185",2022-06-06,"S144657","Sugar","Dog","Terrier, West Highland White","Papillon","98125",2022,64.3982,"Medium"
"11186",2022-06-06,"8018689","Rufus Willard","Dog","Pug","","98117",2022,93.9535877,"Medium"
"11187",2022-06-06,"8038778","Timmy Willard","Dog","Pug","","98117",2022,93.9535877,"Medium"
"11188",2022-06-06,"359092","Mr. Truffles","Dog","Dachshund, Miniature Smooth Haired","","98115",2022,100.7467087,"High"
"11189",2022-06-06,"8036450","Rikishi","Dog","Australian Cattle Dog","Mix","98103",2022,85.42767318,"Medium"
"11190",2022-06-06,"8018796","Ed","Dog","Retriever, Labrador","","98103",2022,85.42767318,"Medium"
"11191",2022-06-06,"358026","Guido","Dog","Terrier, Boston","Bulldog, French","98144",2022,76.60438247,"Medium"
"11192",2022-06-06,"8018976","Brodie","Dog","Retriever, Labrador","Rhodesian Ridgeback","98199",2022,130.7781505,"High"
"11193",2022-06-06,"S116364","Edgar","Dog","Boxer","Dalmatian","98117",2022,93.9535877,"Medium"
"11194",2022-06-06,"S116447","Jefferson Oliver Thomas Parks","Dog","Terrier, West Highland White","Mixed Breed, Small (under 24 lbs fully grown)","98118",2022,56.95778073,"Medium"
"11195",2022-06-06,"8018462","Mulligan","Dog","Chihuahua, Short Coat","Mix","98116",2022,98.37759883,"Medium"
"11196",2022-06-06,"S144477","Oscar","Dog","Portuguese Water Dog","","98117",2022,93.9535877,"Medium"
"11197",2022-06-06,"8038785","Beau","Dog","Great Pyrenees","Mix","98106",2022,50.07752,"Medium"
"11198",2022-06-06,"S115734","Zac","Dog","Pug","","98199",2022,130.7781505,"High"
"11199",2022-06-07,"S149036","Breo","Dog","Shepherd","Terrier","98125",2022,64.3982,"Medium"
"11200",2022-06-07,"8038790","Pixel","Dog","Alaskan Husky","Hound","98117",2022,93.9535877,"Medium"
"11201",2022-06-07,"8008824","Sudo","Dog","Terrier, Welsh","","98146",2022,57.92258806,"Medium"
"11202",2022-06-07,"358600","Viceroy","Dog","Retriever, Labrador","","98133",2022,55.06720631,"Medium"
"11203",2022-06-07,"8018987","Jack","Dog","Leonberger","German Shepherd","98133",2022,55.06720631,"Medium"
"11204",2022-06-07,"S144617","Rex","Dog","Retriever, Golden","","98133",2022,55.06720631,"Medium"
"11205",2022-06-07,"216185","Sparky","Dog","Terrier","Poodle, Miniature","98112",2022,202.574526,"High"
"11206",2022-06-07,"8018779","Lucky","Dog","Poodle, Miniature","Retriever, Labrador","98116",2022,98.37759883,"Medium"
"11207",2022-06-07,"8038797","Ponder","Dog","Retriever, Golden","","98105",2022,108.5212338,"High"
"11208",2022-06-07,"8038798","Paco","Dog","Mix","Mix","98118",2022,56.95778073,"Medium"
"11209",2022-06-07,"360253","Bizzy","Dog","Chihuahua, Short Coat","Terrier","98118",2022,56.95778073,"Medium"
"11210",2022-06-07,"S133903","FlapJack","Dog","Chihuahua, Short Coat","Terrier","98103",2022,85.42767318,"Medium"
"11211",2022-06-07,"8019308","Ali","Dog","Shiba Inu","Siberian Husky","98121",2022,128.0871005,"High"
"11212",2022-06-07,"S144743","Brody","Dog","Mixed Breed, Large (over 44 lbs fully grown)","Mix","98103",2022,85.42767318,"Medium"
"11213",2022-06-07,"8038805","Butter","Dog","Shih Tzu","","98136",2022,104.9786052,"High"
"11214",2022-06-07,"S148279","Joaquin","Dog","Siberian Husky","","98116",2022,98.37759883,"Medium"
"11215",2022-06-07,"S144786","Elvis","Dog","Chihuahua, Short Coat","Mix","98144",2022,76.60438247,"Medium"
"11216",2022-06-07,"8016943","Baxter","Dog","Shih Tzu","","98109",2022,108.8438562,"High"
"11217",2022-06-07,"8016942","Bleu","Dog","Retriever, Labrador","","98109",2022,108.8438562,"High"
"11218",2022-06-07,"357285","Monty","Dog","Havanese","","98103",2022,85.42767318,"Medium"
"11219",2022-06-07,"8038808","Buster","Dog","Retriever, Labrador","Poodle, Standard","98125",2022,64.3982,"Medium"
"11220",2022-06-07,"8018797","Sammie","Dog","Spaniel, Cavalier King Charles","Poodle, Toy","98103",2022,85.42767318,"Medium"
"11221",2022-06-07,"8038809","Stanley","Dog","Boxer","","98106",2022,50.07752,"Medium"
"11222",2022-06-07,"8038810","Enoch","Dog","Terrier, Pit Bull","","98106",2022,50.07752,"Medium"
"11223",2022-06-07,"8018612","Ernie Peterson Warren","Dog","Havanese","","98108",2022,50.01273345,"Medium"
"11224",2022-06-07,"S144816","Tuco","Dog","Retriever, Labrador","","98136",2022,104.9786052,"High"
"11225",2022-06-07,"S115890","Pongo","Dog","Chihuahua, Short Coat","Mix","98126",2022,70.93753425,"Medium"
"11226",2022-06-07,"S112136","Kobe","Dog","Retriever, Labrador","Mix","98199",2022,130.7781505,"High"
"11227",2022-06-07,"8018495","Kodiak","Dog","Alaskan Husky","Rottweiler","98107",2022,77.42486188,"Medium"
"11228",2022-06-07,"8038812","Robert","Dog","Dachshund, Miniature Smooth Haired","","98116",2022,98.37759883,"Medium"
"11229",2022-06-07,"S101284","Galahad","Dog","German Shepherd","Mix","98125",2022,64.3982,"Medium"
"11230",2022-06-07,"S159301","Milton","Dog","Poodle, Standard","Bernese Mountain Dog","98177",2022,120.1930867,"High"
"11231",2022-06-07,"S144609","Chief","Dog","Border Collie","Mix","98177",2022,120.1930867,"High"
"11232",2022-06-07,"8038816","Kenai","Dog","Chow Chow","","98144",2022,76.60438247,"Medium"
"11233",2022-06-07,"S137397","Jambo","Dog","Retriever, Labrador","","98118",2022,56.95778073,"Medium"
"11234",2022-06-07,"283744","Chief","Dog","Bulldog, French","","98109",2022,108.8438562,"High"
"11235",2022-06-07,"8038818","Dexter","Dog","Poodle, Standard","Mixed Breed, Medium (up to 44 lbs fully grown)","98105",2022,108.5212338,"High"
"11236",2022-06-07,"8038820","Riley","Dog","Retriever, Golden","","98136",2022,104.9786052,"High"
"11237",2022-06-07,"8038821","Prismo","Dog","Havanese","","98115",2022,100.7467087,"High"
"11238",2022-06-08,"8026517","Odin","Dog","Retriever, Golden","","98136",2022,104.9786052,"High"
"11239",2022-06-08,"S126567","Luis","Dog","Chihuahua, Short Coat","Mix","98117",2022,93.9535877,"Medium"
"11240",2022-06-08,"8018632","Mac","Dog","Bernese Mountain Dog","","98103",2022,85.42767318,"Medium"
"11241",2022-06-08,"S115365","Wiley","Dog","Retriever, Labrador","Poodle, Standard","98125",2022,64.3982,"Medium"
"11242",2022-06-08,"8019937","Chase","Dog","Retriever, Golden","","98112",2022,202.574526,"High"
"11243",2022-06-08,"8019201","Abelard","Dog","Pug","","98146",2022,57.92258806,"Medium"
"11244",2022-06-08,"8018999","Jack","Dog","Siberian Husky","Alaskan Malamute","98125",2022,64.3982,"Medium"
"11245",2022-06-08,"S147556","Juneau","Dog","Mix","Mix","98199",2022,130.7781505,"High"
"11246",2022-06-08,"731490","Huxley","Dog","Retriever, Labrador","Pointer, German Shorthaired","98199",2022,130.7781505,"High"
"11247",2022-06-08,"8038832","Pincho","Dog","Mixed Breed, Small (under 24 lbs fully grown)","","98104",2022,98.65607903,"Medium"
"11248",2022-06-08,"360408","Tenma","Dog","Terrier, Boston","","98122",2022,77.25699641,"Medium"
"11249",2022-06-08,"S144362","Buddy","Dog","Terrier, Bedlington","","98199",2022,130.7781505,"High"
"11250",2022-06-08,"S143197","Hank","Dog","Basset Hound","Mix","98117",2022,93.9535877,"Medium"
"11251",2022-06-08,"S159302","Buddy","Dog","German Shepherd","Mix","98117",2022,93.9535877,"Medium"
"11252",2022-06-08,"356424","Scout","Dog","Retriever, Labrador","Shepherd","98122",2022,77.25699641,"Medium"
"11253",2022-06-08,"358817","Collyde","Dog","Poodle, Miniature","Spaniel, Welsh Springer","98117",2022,93.9535877,"Medium"
"11254",2022-06-08,"8038838","Barkley","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)","Mix","98107",2022,77.42486188,"Medium"
"11255",2022-06-08,"S133236","Toby","Dog","Retriever, Labrador","","98117",2022,93.9535877,"Medium"
"11256",2022-06-08,"8038839","Hoagie","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)","Mix","98029",2022,118.7589571,"High"
"11257",2022-06-08,"8038840","Jasper","Dog","Retriever, Labrador","","98117",2022,93.9535877,"Medium"
"11258",2022-06-08,"8038841","Drake","Dog","Terrier, Soft Coated Wheaten","","98103",2022,85.42767318,"Medium"
"11259",2022-06-08,"S159305","","Dog","Boxer","Mix","98121",2022,128.0871005,"High"
"11260",2022-06-08,"S116760","Frankie","Dog","Terrier, Boston","","98117",2022,93.9535877,"Medium"
"11261",2022-06-08,"080606","Charlie","Dog","Bichon Frise","","98105",2022,108.5212338,"High"
"11262",2022-06-08,"S114844","Butters","Dog","Terrier, Yorkshire","","98105",2022,108.5212338,"High"
"11263",2022-06-08,"8018996","Bruno","Dog","Border Collie","Mix","98115",2022,100.7467087,"High"
"11264",2022-06-08,"8018540","Teddy","Dog","Bernese Mountain Dog","Poodle, Miniature","98199",2022,130.7781505,"High"
"11265",2022-06-08,"282033","Otis","Dog","Terrier","Mix","98125",2022,64.3982,"Medium"
"11266",2022-06-08,"8018981","Zero","Dog","Siberian Husky","Welsh Corgi, Pembroke","98133",2022,55.06720631,"Medium"
"11267",2022-06-08,"359244","Macready","Dog","Retriever, Labrador","","98103",2022,85.42767318,"Medium"
"11268",2022-06-08,"S125084","Benji","Dog","Maltese","","98105",2022,108.5212338,"High"
"11269",2022-06-08,"8018482","Rory","Dog","Vizsla, Smooth Haired","","98125",2022,64.3982,"Medium"
"11270",2022-06-08,"S116906","Phinnaeus Mortimer","Dog","Beagle","Terrier, Fox, Wire","98136",2022,104.9786052,"High"
"11271",2022-06-09,"8018933","Arlo","Dog","Retriever, Labrador","","98177",2022,120.1930867,"High"
"11272",2022-06-09,"8038854","Cabo","Dog","Retriever, Labrador","Carolina Dog","98122",2022,77.25699641,"Medium"
"11273",2022-06-09,"S116388","Enzo","Dog","Italian Greyhound","","98105",2022,108.5212338,"High"
"11274",2022-06-09,"356483","Benelli","Dog","Retriever, Chesapeake Bay","Mix","98136",2022,104.9786052,"High"
"11275",2022-06-09,"S117164","Charlie","Dog","Terrier, West Highland White","Schnauzer, Standard","98116",2022,98.37759883,"Medium"
"11276",2022-06-09,"354822","Charlie","Dog","Retriever, Labrador","","98144",2022,76.60438247,"Medium"
"11277",2022-06-09,"S158910","Duke","Dog","Rottweiler","","98106",2022,50.07752,"Medium"
"11278",2022-06-09,"S149445","Bear","Dog","Chihuahua, Long Coat","Mix","98115",2022,100.7467087,"High"
"11279",2022-06-09,"8038863","Chunk","Dog","Mixed Breed, Large (over 44 lbs fully grown)","Mix","98125",2022,64.3982,"Medium"
"11280",2022-06-09,"S137633","Mr Rocco Blue","Dog","Border Collie","American Blue Heeler","98112",2022,202.574526,"High"
"11281",2022-06-09,"S116625","Fry","Dog","Terrier","","98122",2022,77.25699641,"Medium"
"11282",2022-06-10,"S145197","Oslo","Dog","Catahoula Leopard dog","Retriever, Labrador","98107",2022,77.42486188,"Medium"
"11283",2022-06-10,"S144718","Fiver","Dog","Poodle, Toy","Shih Tzu","98117",2022,93.9535877,"Medium"
"11284",2022-06-10,"357966","Charlie","Dog","Border Collie","Australian Cattle Dog","98103",2022,85.42767318,"Medium"
"11285",2022-06-10,"359284","Tj","Dog","Australian Shepherd","Shepherd","98117",2022,93.9535877,"Medium"
"11286",2022-06-10,"S116603","Langley","Dog","Poodle, Standard","Retriever, Labrador","98177",2022,120.1930867,"High"
"11287",2022-06-10,"8038875","Rome","Dog","Alaskan Husky","Mix","98109",2022,108.8438562,"High"
"11288",2022-06-10,"359119","Oliver","Dog","Retriever, Labrador","","98117",2022,93.9535877,"Medium"
"11289",2022-06-10,"8022531","Dean","Dog","Retriever, Labrador","Poodle, Standard","98115",2022,100.7467087,"High"
"11290",2022-06-10,"S145917","Tinker","Dog","Polish Lowland Sheepdog","","98108",2022,50.01273345,"Medium"
"11291",2022-06-10,"8018567","Lucas","Dog","Retriever","Mix","98103",2022,85.42767318,"Medium"
"11292",2022-06-10,"8038882","Whisky","Dog","Mixed Breed, Large (over 44 lbs fully grown)","Mix","98103",2022,85.42767318,"Medium"
"11293",2022-06-10,"356165","Kodiak","Dog","Australian Shepherd","","98103",2022,85.42767318,"Medium"
"11294",2022-06-10,"S144474","Grayson","Dog","German Shepherd","Border Collie","98117",2022,93.9535877,"Medium"
"11295",2022-06-10,"8018767","Nugget","Dog","Poodle, Standard","Retriever, Labrador","98112",2022,202.574526,"High"
"11296",2022-06-10,"S152775","Iggy","Dog","Terrier, Yorkshire","","98119",2022,111.5524498,"High"
"11297",2022-06-10,"S152774","Bowie","Dog","Terrier, Yorkshire","","98119",2022,111.5524498,"High"
"11298",2022-06-10,"S144798","Lenny","Dog","Border Collie","Mix","98118",2022,56.95778073,"Medium"
"11299",2022-06-10,"8018516","Samson","Dog","Pomeranian","","",2022,NA,NA
"11300",2022-06-10,"8018517","Cooper","Dog","Pomeranian","","",2022,NA,NA
"11301",2022-06-11,"S103209","Louie","Dog","Terrier","Miniature Pinscher","98107",2022,77.42486188,"Medium"
"11302",2022-06-11,"8018634","Austin","Dog","Basenji","Mix","98115",2022,100.7467087,"High"
"11303",2022-06-11,"S115891","Faith","Dog","Lhasa Apso","Mix","98115",2022,100.7467087,"High"
"11304",2022-06-11,"8018701","Storm","Dog","Retriever, Labrador","Mix","98136",2022,104.9786052,"High"
"11305",2022-06-11,"8038907","Beaumont","Dog","Retriever, Golden","Poodle, Standard","98119",2022,111.5524498,"High"
"11306",2022-06-11,"8038910","Axel","Dog","German Shepherd","Hound","98107",2022,77.42486188,"Medium"
"11307",2022-06-11,"8038911","Orville","Dog","Mixed Breed, Large (over 44 lbs fully grown)","Mix","98101",2022,136.1487959,"High"
"11308",2022-06-11,"S158917","","Dog","Terrier, American Pit Bull","Mix","98106",2022,50.07752,"Medium"
"11309",2022-06-11,"S142406","Buddy","Dog","Poodle, Standard","Retriever","98122",2022,77.25699641,"Medium"
"11310",2022-06-11,"S117010","Sampson","Dog","Spaniel, Cavalier King Charles","","98102",2022,94.8156801,"Medium"
"11311",2022-06-11,"8038919","Wolfie","Dog","Dachshund, Miniature Long Haired","","98122",2022,77.25699641,"Medium"
"11312",2022-06-11,"356622","Lupo","Dog","Brittany","Chihuahua, Short Coat","98119",2022,111.5524498,"High"
"11313",2022-06-12,"8018762","Petey","Dog","Terrier, Yorkshire","Poodle, Toy","98109",2022,108.8438562,"High"
"11314",2022-06-12,"357660","Kula","Dog","Retriever, Golden","","98122",2022,77.25699641,"Medium"
"11315",2022-06-12,"8038928","Buster","Dog","Bulldog, English","","98104",2022,98.65607903,"Medium"
"11316",2022-06-12,"8018848","Dennis","Dog","Bernese Mountain Dog","Poodle, Miniature","98119",2022,111.5524498,"High"
"11317",2022-06-12,"S117168","Louie","Dog","Poodle, Miniature","Terrier","98105",2022,108.5212338,"High"
"11318",2022-06-12,"S144469","Fitz","Dog","Spaniel, Cavalier King Charles","","98107",2022,77.42486188,"Medium"
"11319",2022-06-12,"8038932","Scout","Dog","Chihuahua, Short Coat","Mix","98115",2022,100.7467087,"High"
"11320",2022-06-12,"S159103","Benny","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)","Mix","98119",2022,111.5524498,"High"
"11321",2022-06-12,"358120","Lucky","Dog","Poodle, Miniature","American Eskimo","98199",2022,130.7781505,"High"
"11322",2022-06-12,"216446","Chuy","Dog","Chihuahua, Short Coat","","98115",2022,100.7467087,"High"
"11323",2022-06-12,"216457","Perron","Dog","Chihuahua, Short Coat","","98115",2022,100.7467087,"High"
"11324",2022-06-12,"8018633","Louie","Dog","Spaniel, Cavalier King Charles","","98144",2022,76.60438247,"Medium"
"11325",2022-06-13,"348497","Soy Sauce","Dog","Chihuahua, Short Coat","","98144",2022,76.60438247,"Medium"
"11326",2022-06-13,"283622","Leo","Dog","Retriever, Golden","Retriever, Labrador","98105",2022,108.5212338,"High"
"11327",2022-06-13,"357727","Quincy","Dog","Australian Shepherd","","98116",2022,98.37759883,"Medium"
"11328",2022-06-13,"8014151","Tyler","Dog","Retriever, Labrador","Mix","98103",2022,85.42767318,"Medium"
"11329",2022-06-13,"360036","Titus","Dog","Terrier, West Highland White","","98133",2022,55.06720631,"Medium"
"11330",2022-06-13,"8038947","Manchego","Dog","Entlebucher Mountain Dog","","98102",2022,94.8156801,"Medium"
"11331",2022-06-13,"8018526","Leonard","Dog","Mixed Breed, Large (over 44 lbs fully grown)","Mix","98105",2022,108.5212338,"High"
"11332",2022-06-13,"8038949","Bowmore","Dog","Alaskan Husky","Mix","98112",2022,202.574526,"High"
"11333",2022-06-13,"S128132","Macallan","Dog","Siberian Husky","Retriever, Golden","98112",2022,202.574526,"High"
"11334",2022-06-13,"S145893","Simon J","Dog","Border Collie","Mix","98107",2022,77.42486188,"Medium"
"11335",2022-06-13,"S144635","Jack","Dog","Retriever","","98144",2022,76.60438247,"Medium"
"11336",2022-06-13,"8038951","Rocky","Dog","Terrier, Manchester","Mixed Breed, Medium (up to 44 lbs fully grown)","98119",2022,111.5524498,"High"
"11337",2022-06-13,"S159313","Sawyer","Dog","Terrier, Yorkshire","Mix","98119",2022,111.5524498,"High"
"11338",2022-06-13,"S141768","Sparky","Dog","Poodle, Miniature","American Eskimo","98136",2022,104.9786052,"High"
"11339",2022-06-13,"8019086","Finn","Dog","Retriever","","98102",2022,94.8156801,"Medium"
"11340",2022-06-13,"8038956","Wolfie","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)","Mix","98108",2022,50.01273345,"Medium"
"11341",2022-06-13,"S121544","Sergio","Dog","Retriever, Labrador","Terrier, American Pit Bull","98125",2022,64.3982,"Medium"
"11342",2022-06-13,"8038959","Bisbee","Dog","Greyhound","","98115",2022,100.7467087,"High"
"11343",2022-06-14,"8038962","Larry","Dog","Poodle, Standard","Retriever, Labrador","98118",2022,56.95778073,"Medium"
"11344",2022-06-14,"S116637","Toby","Dog","Retriever, Golden","","98112",2022,202.574526,"High"
"11345",2022-06-14,"8038966","Tucker","Dog","Chihuahua, Short Coat","Mix","98133",2022,55.06720631,"Medium"
"11346",2022-06-14,"8019146","Oliver","Dog","Australian Shepherd, Miniature","Poodle, Miniature","98034",2022,84.52172511,"Medium"
"11347",2022-06-14,"S117053","Walter","Dog","Catahoula Leopard dog","Boxer","98115",2022,100.7467087,"High"
"11348",2022-06-14,"S116477","Tag","Dog","Welsh Corgi, Pembroke","","98106",2022,50.07752,"Medium"
"11349",2022-06-14,"356187","Samwise","Dog","Retriever, Golden","","98117",2022,93.9535877,"Medium"
"11350",2022-06-14,"S125134","Newman","Dog","Poodle, Standard","","98115",2022,100.7467087,"High"
"11351",2022-06-14,"8037060","Koda","Dog","Retriever, Labrador","","98133",2022,55.06720631,"Medium"
"11352",2022-06-14,"S106709","Toby","Dog","Xoloitzcuintli","","98199",2022,130.7781505,"High"
"11353",2022-06-14,"S158642","Steve","Dog","Pointer, German Shorthaired","Border Collie","98125",2022,64.3982,"Medium"
"11354",2022-06-14,"S158641","Pinto","Dog","Pointer, German Shorthaired","Border Collie","98125",2022,64.3982,"Medium"
"11355",2022-06-14,"S159106","Scout","Dog","Border Collie","Retriever, Labrador","98115",2022,100.7467087,"High"
"11356",2022-06-14,"S144488","Jupiter","Dog","Australian Shepherd","Catahoula Leopard dog","98119",2022,111.5524498,"High"
"11357",2022-06-14,"S159314","Odie","Dog","Terrier, American Pit Bull","Mix","98106",2022,50.07752,"Medium"
"11358",2022-06-14,"8038979","Winston","Dog","Saint Bernard","","98116",2022,98.37759883,"Medium"
"11359",2022-06-14,"S100893","Oscar","Dog","Shih Tzu","Mix","98178",2022,51.03735537,"Medium"
"11360",2022-06-14,"8038982","Baron Sandwich von Pickles","Dog","Shepherd","Retriever, Golden","98116",2022,98.37759883,"Medium"
"11361",2022-06-14,"8019289","Duffy","Dog","Terrier, West Highland White","","98126",2022,70.93753425,"Medium"
"11362",2022-06-14,"S158644","Lucky","Dog","Pointer","","98117",2022,93.9535877,"Medium"
"11363",2022-06-14,"S143997","Coco","Dog","Poodle, Miniature","Bichon Frise","98144",2022,76.60438247,"Medium"
"11364",2022-06-14,"356604","Scooter","Dog","Bulldog, English","Beagle","98125",2022,64.3982,"Medium"
"11365",2022-06-14,"S117199","Albert","Dog","Maltese","","98115",2022,100.7467087,"High"
"11366",2022-06-14,"355966","Max","Dog","Dachshund, Standard Smooth Haired","Terrier, Jack Russell","98102",2022,94.8156801,"Medium"
"11367",2022-06-14,"8019180","Rod","Dog","Greyhound","","98118",2022,56.95778073,"Medium"
"11368",2022-06-14,"8018000","Gus","Dog","Retriever, Labrador","Hound","98106",2022,50.07752,"Medium"
"11369",2022-06-14,"8038992","Harry","Dog","Terrier, Soft Coated Wheaten","Poodle, Standard","98107",2022,77.42486188,"Medium"
"11370",2022-06-14,"8038993","Stew","Dog","Terrier, American Pit Bull","Mix","98109",2022,108.8438562,"High"
"11371",2022-06-15,"S133202","Bruno Valentino","Dog","Pomeranian","","98117",2022,93.9535877,"Medium"
"11372",2022-06-15,"359498","Brodie","Dog","Hound","Mix","98115",2022,100.7467087,"High"
"11373",2022-06-15,"S117303","Max","Dog","Terrier, Jack Russell","","98125",2022,64.3982,"Medium"
"11374",2022-06-15,"951262","Tucker","Dog","Retriever, Golden","","98118",2022,56.95778073,"Medium"
"11375",2022-06-15,"8038998","Queen Augustus Poncho “Gussy”","Dog","Chihuahua, Short Coat","","98101",2022,136.1487959,"High"
"11376",2022-06-15,"S105222","Zeppelin","Dog","Australian Cattle Dog","","98178",2022,51.03735537,"Medium"
"11377",2022-06-15,"8039002","Bernie","Dog","Mix","Mix","98102",2022,94.8156801,"Medium"
"11378",2022-06-15,"S156613","Ziggy Moon","Dog","Poodle, Miniature","","98126",2022,70.93753425,"Medium"
"11379",2022-06-15,"S154164","Jasper","Dog","Welsh Corgi, Cardigan","Mix","98106",2022,50.07752,"Medium"
"11380",2022-06-15,"S159320","Louie","Dog","Retriever, Labrador","Rhodesian Ridgeback","98118",2022,56.95778073,"Medium"
"11381",2022-06-15,"8039008","Blu","Dog","Chihuahua, Short Coat","Mix","98116",2022,98.37759883,"Medium"
"11382",2022-06-15,"360049","Bo","Dog","Shih Tzu","","98117",2022,93.9535877,"Medium"
"11383",2022-06-15,"8039015","Baloo","Dog","Mixed Breed, Large (over 44 lbs fully grown)","Mix","98103",2022,85.42767318,"Medium"
"11384",2022-06-15,"8020484","Archie","Dog","Retriever, Labrador","Poodle, Standard","98103",2022,85.42767318,"Medium"
"11385",2022-06-15,"8018604","Hiro","Dog","Terrier, Boston","","98125",2022,64.3982,"Medium"
"11386",2022-06-16,"140488","Mustafa","Dog","Terrier, Yorkshire","Mix","98115",2022,100.7467087,"High"
"11387",2022-06-16,"8018440","Bodie","Dog","Bulldog, French","","98144",2022,76.60438247,"Medium"
"11388",2022-06-16,"356409","Roux","Dog","Dachshund, Standard Smooth Haired","","98121",2022,128.0871005,"High"
"11389",2022-06-16,"356494","Shitaki","Dog","Australian Shepherd","Poodle, Miniature","98106",2022,50.07752,"Medium"
"11390",2022-06-16,"357199","Shadow","Dog","Poodle, Miniature","Schnauzer, Miniature","98125",2022,64.3982,"Medium"
